FID,DOCUMENT_N,CRASH_YEAR,CRASH_DT,CRASH_MILI,CRASH_SEVE,K_PEOPLE,A_PEOPLE,B_PEOPLE,C_PEOPLE,PERSONS_IN,PEDESTRIAN,PEDESTRI_1,VEH_COUNT,COLLISION_,WEATHER_CO,LIGHT_COND,ROADWAY_SU,RELATION_T,ROADWAY_AL,ROADWAY__1,ROADWAY_DE,ROADWAY__2,INTERSECTI,TRAFFIC_CO,TRFC_CTRL_,WORK_ZONE_,WORK_ZONE1,WORK_ZON_1,SCHOOL_ZON,FIRST_HARM,FIRST_HA_1,ALCOHOL_NO,ANIMAL,BELTED_UNB,BIKE_NONBI,DISTRACTED,DROWSY_NOT,DRUG_NODRU,GR_NOGR,HITRUN_NOT,LGTRUCK_NO,MOTOR_NONM,PED_NONPED,SPEED_NOTS,SPEED_DIFF,RD_TYPE,INTERSEC_1,SENIOR_NOT,YOUNG_NOTY,MAINLINE_Y,NIGHT,VDOT_DISTR,JURIS_CODE,PHYSICAL_J,FUN,FAC,AREA_TYPE,SYSTEM,VSP,OWNERSHIP,PLAN_DISTR,MPO_NAME,RTE_NM,RNS_MP,NODE,OFFSET,countfield,month
681,223575291,2022,2022/12/23 0:00:00,1530,B,0,0,1,0,1,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",4. Four Approaches,3. Traffic Signal,1. Yes - Working,2. No, , ,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,0,NOT_RD,Urban Intersection,Yes,No,Yes,No,4. Richmond,127,127. City of Richmond,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,NonVDOT primary,1,3. City or Town Hwy Agency,Richmond Regional,RICH,R-VA   US00001NB,89.049999999999997,209594,10.750000000000000,1,12
682,220615201,2022,2022/3/2 0:00:00,924,O,0,0,0,0,0,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",4. Four Approaches,3. Traffic Signal,1. Yes - Working,2. No, , ,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,0,NOT_RD,Urban Intersection,Yes,No,Yes,No,4. Richmond,127,127. City of Richmond,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,NonVDOT primary,1,3. City or Town Hwy Agency,Richmond Regional,RICH,R-VA   US00001SB,91.409999999999997,209586,59.200000000000003,1,3
683,221075159,2022,2022/4/17 0:00:00,1520,B,0,0,6,0,6,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",4. Four Approaches,3. Traffic Signal,1. Yes - Working,2. No, , ,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,0,NOT_RD,Urban Intersection,No,No,Yes,No,4. Richmond,127,127. City of Richmond,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,NonVDOT primary,1,3. City or Town Hwy Agency,Richmond Regional,RICH,R-VA   US00001NB,91.420000000000002,209586,21.000000000000000,1,4
684,223455144,2022,2022/12/11 0:00:00,806,B,0,0,1,1,2,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,1. Main-Line Roadway,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",4. Four Approaches,3. Traffic Signal,1. Yes - Working,2. No, , ,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,0,NOT_RD,Urban Intersection,Yes,No,Yes,No,4. Richmond,127,127. City of Richmond,"3-Principal Arterial - Other (E,2)",3-Two-Way Undivided,Urban,NonVDOT primary,1,3. City or Town Hwy Agency,Richmond Regional,RICH,R-VA   US00360WB,138.969999999999999,209585,0.000000000000000,1,12
685,220365157,2022,2022/2/5 0:00:00,1620,O,0,0,0,0,0,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",4. Four Approaches,3. Traffic Signal,1. Yes - Working,2. No, , ,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,0,NOT_RD,Urban Intersection,Yes,No,Yes,No,4. Richmond,127,127. City of Richmond,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,NonVDOT primary,1,3. City or Town Hwy Agency,Richmond Regional,RICH,R-VA   US00001SB,91.150000000000006,209587,56.729999999999997,1,2
686,221805301,2022,2022/6/29 0:00:00,1650,O,0,0,0,0,0,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,10. Intersection Related - Within 150 Feet,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",3. Three Approaches,1. No Traffic Control,6. No Traffic Control Device Present,2. No, , ,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,0,NOT_RD,VDOT Intersection,Yes,No,Yes,No,4. Richmond,127,127. City of Richmond,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,NonVDOT primary,1,3. City or Town Hwy Agency,Richmond Regional,RICH,R-VA   US00001SB,90.540000000000006,209591,168.210000000000008,1,6
687,222755306,2022,2022/10/1 0:00:00,1815,C,0,0,0,2,2,0,0,2,2. Angle,5. Rain,3. Dusk,2. Wet,10. Intersection Related - Within 150 Feet,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",3. Three Approaches,6. Traffic Lanes Marked,1. Yes - Working,2. No, , ,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,0,NOT_RD,Urban Intersection,No,No,Yes,No,4. Richmond,127,127. City of Richmond,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,NonVDOT primary,1,3. City or Town Hwy Agency,Richmond Regional,RICH,R-VA   US00001NB,88.159999999999997,1052024,58.350000000000001,1,10
688,222595131,2022,2022/9/16 0:00:00,750,O,0,0,0,0,0,0,0,2,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,8. Non-Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",1. Not at Intersection,13. Other,1. Yes - Working,2. No, , ,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,0,NOT_RD,Not Intersection,No,No,Yes,No,4. Richmond,127,127. City of Richmond,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,NonVDOT primary,1,3. City or Town Hwy Agency,Richmond Regional,RICH,R-VA   US00001NB,89.120000000000005,209594,376.060000000000002,1,9
689,222795239,2022,2022/10/6 0:00:00,932,C,0,0,0,2,2,0,0,2,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,8. Non-Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",2. Two Approaches,6. Traffic Lanes Marked,1. Yes - Working,2. No, , ,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,0,NOT_RD,Urban Intersection,No,No,Yes,No,4. Richmond,127,127. City of Richmond,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,NonVDOT primary,1,3. City or Town Hwy Agency,Richmond Regional,RICH,R-VA   US00001NB,88.670000000000002,1061659,36.649999999999999,1,10
690,222915218,2022,2022/10/18 0:00:00,1216,O,0,0,0,0,0,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",3. Three Approaches,6. Traffic Lanes Marked,1. Yes - Working,2. No, , ,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,0,NOT_RD,Urban Intersection,No,No,Yes,No,4. Richmond,127,127. City of Richmond,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,NonVDOT primary,1,3. City or Town Hwy Agency,Richmond Regional,RICH,R-VA   US00001NB,89.900000000000006,714740,26.530000000000001,1,10
691,221485201,2022,2022/5/27 0:00:00,2351,O,0,0,0,0,0,0,0,2,1. Rear End,5. Rain,4. Darkness - Road Lighted,2. Wet,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",4. Four Approaches,3. Traffic Signal,1. Yes - Working,2. No, , ,3. No,20. Motor Vehicle In Transport,1. On Roadway,Yes,No,Belted,No,No,No,No,No,Yes,No,No,No,No,0,NOT_RD,Urban Intersection,No,No,Yes,Yes,4. Richmond,127,127. City of Richmond,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,NonVDOT primary,1,3. City or Town Hwy Agency,Richmond Regional,RICH,R-VA   US00001NB,89.040000000000006,209594,48.390000000000001,1,5
692,222015217,2022,2022/7/20 0:00:00,1326,B,0,0,4,0,4,0,0,3,3. Head On,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",4. Four Approaches,3. Traffic Signal,1. Yes - Working,2. No, , ,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,Yes,No,No,No,0,NOT_RD,Urban Intersection,No,No,Yes,No,4. Richmond,127,127. City of Richmond,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,NonVDOT primary,1,3. City or Town Hwy Agency,Richmond Regional,RICH,R-VA   US00001SB,89.049999999999997,209594,52.659999999999997,1,7
693,220035450,2022,2022/1/3 0:00:00,1644,O,0,0,0,0,0,0,0,2,2. Angle,6. Snow,2. Daylight,4. Icy,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",4. Four Approaches,3. Traffic Signal,1. Yes - Working,2. No, , ,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,0,NOT_RD,Urban Intersection,Yes,No,Yes,No,4. Richmond,127,127. City of Richmond,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,NonVDOT primary,1,3. City or Town Hwy Agency,Richmond Regional,RICH,R-VA   US00001SB,88.590000000000003,1066446,55.530000000000001,1,1
694,223385168,2022,2022/12/4 0:00:00,1116,O,0,0,0,0,0,0,0,2,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,8. Non-Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",1. Not at Intersection,3. Traffic Signal,1. Yes - Working,2. No, , ,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,0,NOT_RD,Urban Intersection,No,Yes,Yes,No,4. Richmond,127,127. City of Richmond,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,NonVDOT primary,1,3. City or Town Hwy Agency,Richmond Regional,RICH,R-VA   US00001SB,89.060000000000002,209594,84.609999999999999,1,12
695,221785253,2022,2022/6/27 0:00:00,1245,O,0,0,0,0,0,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",4. Four Approaches,3. Traffic Signal,1. Yes - Working,2. No, , ,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,0,NOT_RD,Urban Intersection,Yes,No,Yes,No,4. Richmond,127,127. City of Richmond,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,NonVDOT primary,1,3. City or Town Hwy Agency,Richmond Regional,RICH,R-VA   US00001SB,88.590000000000003,1066446,55.530000000000001,1,6
696,223435012,2022,2022/12/8 0:00:00,1728,O,0,0,0,0,0,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),4. Darkness - Road Lighted,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",3. Three Approaches,4. Stop Sign,1. Yes - Working,2. No, , ,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,Yes,No,No,No,0,NOT_RD,Urban Intersection,No,No,Yes,Yes,4. Richmond,127,127. City of Richmond,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,NonVDOT primary,1,3. City or Town Hwy Agency,Richmond Regional,RICH,R-VA   US00001SB,87.650000000000006,1049709,58.469999999999999,1,12
697,221635039,2022,2022/6/11 0:00:00,2149,K,1,2,0,0,2,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),4. Darkness - Road Lighted,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",3. Three Approaches,6. Traffic Lanes Marked,1. Yes - Working,2. No, , ,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Unbelted,No,No,No,No,No,No,No,No,No,No,0,NOT_RD,Urban Intersection,No,No,Yes,Yes,4. Richmond,127,127. City of Richmond,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,NonVDOT primary,1,3. City or Town Hwy Agency,Richmond Regional,RICH,R-VA   US00001NB,88.519999999999996,1045268,0.000000000000000,1,6
698,223215088,2022,2022/11/16 0:00:00,1539,B,0,0,2,2,4,0,0,3,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",4. Four Approaches,3. Traffic Signal,1. Yes - Working,2. No, , ,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Unbelted,No,No,No,No,No,No,No,No,No,No,0,NOT_RD,Urban Intersection,No,No,Yes,No,4. Richmond,127,127. City of Richmond,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,NonVDOT primary,1,3. City or Town Hwy Agency,Richmond Regional,RICH,R-VA   US00001NB,89.849999999999994,209592,26.530000000000001,1,11
699,221045216,2022,2022/4/14 0:00:00,1338,O,0,0,0,0,0,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",4. Four Approaches,3. Traffic Signal,1. Yes - Working,2. No, , ,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,0,NOT_RD,Urban Intersection,No,No,Yes,No,4. Richmond,127,127. City of Richmond,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,NonVDOT primary,1,3. City or Town Hwy Agency,Richmond Regional,RICH,R-VA   US00001NB,88.359999999999999,209595,0.000000000000000,1,4
700,222435205,2022,2022/8/31 0:00:00,936,O,0,0,0,0,0,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",4. Four Approaches,6. Traffic Lanes Marked,1. Yes - Working,2. No, , ,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,Yes,No,No,No,0,NOT_RD,Urban Intersection,No,No,Yes,No,4. Richmond,127,127. City of Richmond,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,NonVDOT primary,1,3. City or Town Hwy Agency,Richmond Regional,RICH,R-VA   US00001SB,89.049999999999997,209594,53.130000000000003,1,8
701,220625245,2022,2022/3/3 0:00:00,1135,O,0,0,0,0,0,0,0,3,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,8. Non-Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",1. Not at Intersection,3. Traffic Signal,1. Yes - Working,2. No, , ,3. No,20. Motor Vehicle In Transport,1. On Roadway,Yes,No,Belted,No,No,No,No,No,Yes,No,No,No,No,0,NOT_RD,Urban Intersection,Yes,No,Yes,No,4. Richmond,127,127. City of Richmond,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,NonVDOT primary,1,3. City or Town Hwy Agency,Richmond Regional,RICH,R-VA   US00001SB,88.379999999999995,209595,101.829999999999998,1,3
702,222835032,2022,2022/10/9 0:00:00,1626,O,0,0,0,0,0,0,0,4,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,10. Intersection Related - Within 150 Feet,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",3. Three Approaches,3. Traffic Signal,1. Yes - Working,2. No, , ,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,Yes,No,No,No,No,0,NOT_RD,Urban Intersection,No,No,Yes,No,4. Richmond,127,127. City of Richmond,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,NonVDOT primary,1,3. City or Town Hwy Agency,Richmond Regional,RICH,R-VA   US00001SB,89.659999999999997,1047032,63.880000000000003,1,10
703,221555152,2022,2022/6/4 0:00:00,1300,O,0,0,0,0,0,0,0,2,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",2. Two Approaches,1. No Traffic Control,6. No Traffic Control Device Present,2. No, , ,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,Yes,No,No,No,No,Yes,No,No,No,0,NOT_RD,Urban Intersection,No,No,Yes,No,4. Richmond,127,127. City of Richmond,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,NonVDOT primary,1,3. City or Town Hwy Agency,Richmond Regional,RICH,R-VA   US00001NB,89.120000000000005,209594,354.459999999999980,1,6
704,221285159,2022,2022/5/8 0:00:00,1307,B,0,0,1,1,2,0,0,2,4. Sideswipe - Same Direction,5. Rain,2. Daylight,2. Wet,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",3. Three Approaches,6. Traffic Lanes Marked,1. Yes - Working,2. No, , ,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,0,NOT_RD,Urban Intersection,No,No,Yes,No,4. Richmond,127,127. City of Richmond,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,NonVDOT primary,1,3. City or Town Hwy Agency,Richmond Regional,RICH,R-VA   US00001NB,88.209999999999994,1052021,31.829999999999998,1,5
705,223375186,2022,2022/9/6 0:00:00,1800,O,0,0,0,0,0,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",3. Three Approaches,6. Traffic Lanes Marked,1. Yes - Working,2. No, , ,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,0,NOT_RD,Urban Intersection,No,No,Yes,No,4. Richmond,127,127. City of Richmond,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,NonVDOT primary,1,3. City or Town Hwy Agency,Richmond Regional,RICH,R-VA   US00001NB,88.920000000000002,1066185,0.000000000000000,1,9
706,221075132,2022,2022/4/17 0:00:00,1300,O,0,0,0,0,0,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",3. Three Approaches,4. Stop Sign,1. Yes - Working,2. No, , ,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,Yes,No,No,No,No,No,No,No,No,0,NOT_RD,Urban Intersection,No,No,Yes,No,4. Richmond,127,127. City of Richmond,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,NonVDOT primary,1,3. City or Town Hwy Agency,Richmond Regional,RICH,R-VA   US00001SB,89.280000000000001,1066394,71.599999999999994,1,4
707,221675012,2022,2022/6/15 0:00:00,2143,B,0,0,1,1,2,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),4. Darkness - Road Lighted,1. Dry,1. Main-Line Roadway,1. Straight - Level,1. Concrete,1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",2. Two Approaches,1. No Traffic Control,6. No Traffic Control Device Present,2. No, , ,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,Yes,No,No,0,NOT_RD,Urban Intersection,No,Yes,Yes,Yes,4. Richmond,127,127. City of Richmond,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,NonVDOT primary,1,3. City or Town Hwy Agency,Richmond Regional,RICH,R-VA   US00001NB,89.700000000000003,1044900,4.870000000000000,1,6
708,222185007,2022,2022/8/5 0:00:00,2330,O,0,0,0,0,0,0,0,2,1. Rear End,5. Rain,4. Darkness - Road Lighted,2. Wet,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",4. Four Approaches,3. Traffic Signal,3. Yes - Not Working,2. No, , ,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,Yes,No,No,No,No,0,NOT_RD,Urban Intersection,No,No,Yes,Yes,4. Richmond,127,127. City of Richmond,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,NonVDOT primary,1,3. City or Town Hwy Agency,Richmond Regional,RICH,R-VA   US00001NB,88.790000000000006,714804,42.939999999999998,1,8
709,223485227,2022,2022/12/14 0:00:00,1015,B,0,0,2,1,3,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",3. Three Approaches,3. Traffic Signal,1. Yes - Working,2. No, , ,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,0,NOT_RD,Urban Intersection,No,No,Yes,No,4. Richmond,127,127. City of Richmond,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,NonVDOT primary,1,3. City or Town Hwy Agency,Richmond Regional,RICH,R-VA   US00001NB,90.469999999999999,209590,5.450000000000000,1,12
710,221585363,2022,2022/6/7 0:00:00,2041,O,0,0,0,0,0,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),4. Darkness - Road Lighted,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",4. Four Approaches,3. Traffic Signal,1. Yes - Working,2. No, , ,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,0,NOT_RD,Urban Intersection,No,No,Yes,Yes,4. Richmond,127,127. City of Richmond,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,NonVDOT primary,1,3. City or Town Hwy Agency,Richmond Regional,RICH,R-VA   US00001SB,89.049999999999997,209594,60.600000000000001,1,6
711,221575238,2022,2022/6/6 0:00:00,1100,B,0,0,3,0,3,0,1,2,12. Ped,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,10. Intersection Related - Within 150 Feet,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",4. Four Approaches,1. No Traffic Control,6. No Traffic Control Device Present,2. No, , ,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,Yes,No,0,NOT_RD,Urban Intersection,No,No,Yes,No,4. Richmond,127,127. City of Richmond,"3-Principal Arterial - Other (E,2)",3-Two-Way Undivided,Urban,NonVDOT primary,1,3. City or Town Hwy Agency,Richmond Regional,RICH,R-VA   US00360WB,138.939999999999998,209585,134.289999999999992,1,6
712,221545281,2022,2022/6/3 0:00:00,1641,O,0,0,0,0,0,0,0,2,4. Sideswipe - Same Direction,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,10. Intersection Related - Within 150 Feet,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",4. Four Approaches,3. Traffic Signal,1. Yes - Working,2. No, , ,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,0,NOT_RD,Urban Intersection,No,No,Yes,No,4. Richmond,127,127. City of Richmond,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,NonVDOT primary,1,3. City or Town Hwy Agency,Richmond Regional,RICH,R-VA   US00001SB,88.409999999999997,209595,257.550000000000011,1,6
713,220865152,2022,2022/3/27 0:00:00,1530,B,0,0,1,2,3,0,0,3,4. Sideswipe - Same Direction,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",4. Four Approaches,1. No Traffic Control,6. No Traffic Control Device Present,2. No, , ,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,0,NOT_RD,Urban Intersection,No,No,Yes,No,4. Richmond,127,127. City of Richmond,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,NonVDOT primary,1,3. City or Town Hwy Agency,Richmond Regional,RICH,R-VA   US00001NB,87.900000000000006,1066160,26.739999999999998,1,3
